"module name","license","repository"
"@nodelib/fs.walk@1.2.8","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.walk"
"@nuxt/opencollective@0.4.1","MIT","https://github.com/nuxt-contrib/opencollective"
"@pkgjs/parseargs@0.11.0","MIT","https://github.com/pkgjs/parseargs"
"@prisma/adapter-pg@7.3.0","Apache-2.0","https://github.com/prisma/prisma"
"@prisma/client-runtime-utils@7.3.0","Apache-2.0","https://github.com/prisma/prisma"
"@prisma/client@7.3.0","Apache-2.0","https://github.com/prisma/prisma"
"@prisma/config@7.3.0","Apache-2.0","https://github.com/prisma/prisma"
"@prisma/debug@7.2.0","Apache-2.0","https://github.com/prisma/prisma"
"@prisma/debug@7.3.0","Apache-2.0","https://github.com/prisma/prisma"
"@prisma/dev@0.20.0","ISC",""
"@prisma/driver-adapter-utils@7.3.0","Apache-2.0","https://github.com/prisma/prisma"
"@prisma/engines-version@7.3.0-16.9d6ad21cbbceab97458517b147a6a09ff43aa735","Apache-2.0","https://github.com/prisma/engines-wrapper"
"@prisma/engines@7.3.0","Apache-2.0","https://github.com/prisma/prisma"
"@prisma/fetch-engine@7.3.0","Apache-2.0","https://github.com/prisma/prisma"
"@prisma/get-platform@7.2.0","Apache-2.0","https://github.com/prisma/prisma"
"@prisma/get-platform@7.3.0","Apache-2.0","https://github.com/prisma/prisma"
"@prisma/query-plan-executor@7.2.0","Apache-2.0","https://github.com/prisma/prisma"
"@prisma/studio-core@0.13.1","Apache-2.0",""
"@protobufjs/aspromise@1.1.2","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/base64@1.1.2","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/codegen@2.0.4","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/eventemitter@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/fetch@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/float@1.0.2","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/inquire@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/path@1.1.2","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/pool@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/utf8@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@socket.io/component-emitter@3.1.2","MIT","https://github.com/socketio/emitter"
"@standard-schema/spec@1.1.0","MIT","https://github.com/standard-schema/standard-schema"
"@tokenizer/inflate@0.4.1","MIT","https://github.com/Borewit/tokenizer-inflate"
"@tokenizer/token@0.3.0","MIT","https://github.com/Borewit/tokenizer-token"
"@types/accepts@1.3.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/archiver@7.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/body-parser@1.19.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/busboy@1.5.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/connect@3.4.38","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/content-disposition@0.5.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/cookies@0.9.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/cors@2.8.19","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/express-serve-static-core@5.1.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/express@5.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/graphql-upload@17.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/http-assert@1.5.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/http-errors@2.0.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/jsonwebtoken@9.0.10","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/keygrip@1.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/koa-compose@3.2.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/koa@2.15.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/long@4.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/luxon@3.7.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/ms@2.1.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@22.19.10","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/object-path@0.11.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/qs@6.14.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/range-parser@1.2.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react@19.2.13","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/readdir-glob@1.1.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/send@1.2.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/serve-static@2.2.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/unzipper@0.10.11","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/validator@13.15.10","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@whatwg-node/promise-helpers@1.3.2","MIT","https://github.com/ardatan/whatwg-node"
"abort-controller@3.0.0","MIT","https://github.com/mysticatea/abort-controller"
"accepts@1.3.8","MIT","https://github.com/jshttp/accepts"
"accepts@2.0.0","MIT","https://github.com/jshttp/accepts"
"ansi-regex@5.0.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@6.2.2","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@4.3.0","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@6.2.3","MIT","https://github.com/chalk/ansi-styles"
"append-field@1.0.0","MIT","https://github.com/LinusU/node-append-field"
"archiver-utils@5.0.2","MIT","https://github.com/archiverjs/archiver-utils"
"archiver@7.0.1","MIT","https://github.com/archiverjs/node-archiver"
"async-retry@1.3.3","MIT","https://github.com/vercel/async-retry"
"async@3.2.6","MIT","https://github.com/caolan/async"
"available-typed-arrays@1.0.7","MIT","https://github.com/inspect-js/available-typed-arrays"
"aws-ssl-profiles@1.1.2","MIT","https://github.com/mysqljs/aws-ssl-profiles"
"b4a@1.7.4","Apache-2.0","https://github.com/holepunchto/b4a"
"backo2@1.0.2","MIT","https://github.com/mokesmokes/backo"
"balanced-match@1.0.2","MIT","https://github.com/juliangruber/balanced-match"
"bare-events@2.8.2","Apache-2.0","https://github.com/holepunchto/bare-events"
"base64-js@1.5.1","MIT","https://github.com/beatgammit/base64-js"
"base64id@2.0.0","MIT","https://github.com/faeldt/base64id"
"bcrypt@6.0.0","MIT","https://github.com/kelektiv/node.bcrypt.js"
"bluebird@3.7.2","MIT","https://github.com/petkaantonov/bluebird"
"body-parser@2.2.2","MIT","https://github.com/expressjs/body-parser"
"brace-expansion@2.0.2","MIT","https://github.com/juliangruber/brace-expansion"
"braces@3.0.3","MIT","https://github.com/micromatch/braces"
"buffer-crc32@1.0.0","MIT","https://github.com/brianloveswords/buffer-crc32"
"buffer-equal-constant-time@1.0.1","BSD-3-Clause","https://github.com/goinstant/buffer-equal-constant-time"
"buffer-from@1.1.2","MIT","https://github.com/LinusU/buffer-from"
"buffer@6.0.3","MIT","https://github.com/feross/buffer"
"busboy@1.6.0","MIT","https://github.com/mscdex/busboy"
"bytes@3.1.2","MIT","https://github.com/visionmedia/bytes.js"
"c12@3.1.0","MIT","https://github.com/unjs/c12"
"call-bind-apply-helpers@1.0.2","MIT","https://github.com/ljharb/call-bind-apply-helpers"
"call-bind@1.0.8","MIT","https://github.com/ljharb/call-bind"
"call-bound@1.0.4","MIT","https://github.com/ljharb/call-bound"
"chevrotain@10.5.0","Apache-2.0","https://github.com/Chevrotain/chevrotain"
"chokidar@4.0.3","MIT","https://github.com/paulmillr/chokidar"
"citty@0.1.6","MIT","https://github.com/unjs/citty"
"citty@0.2.0","MIT","https://github.com/unjs/citty"
"class-transformer@0.5.1","MIT","https://github.com/typestack/class-transformer"
"class-validator@0.14.3","MIT","https://github.com/typestack/class-validator"
"color-convert@2.0.1","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.4","MIT","https://github.com/colorjs/color-name"
"commander@2.20.3","MIT","https://github.com/tj/commander.js"
"compress-commons@6.0.2","MIT","https://github.com/archiverjs/node-compress-commons"
"concat-stream@2.0.0","MIT","https://github.com/maxogden/concat-stream"
"confbox@0.2.4","MIT","https://github.com/unjs/confbox"
"consola@3.4.2","MIT","https://github.com/unjs/consola"
"content-disposition@1.0.1","MIT","https://github.com/jshttp/content-disposition"
"content-type@1.0.5","MIT","https://github.com/jshttp/content-type"
"cookie-parser@1.4.7","MIT","https://github.com/expressjs/cookie-parser"
"cookie-signature@1.0.6","MIT","https://github.com/visionmedia/node-cookie-signature"
"cookie-signature@1.2.2","MIT","https://github.com/visionmedia/node-cookie-signature"
"cookie@0.7.2","MIT","https://github.com/jshttp/cookie"
"core-util-is@1.0.3","MIT","https://github.com/isaacs/core-util-is"
"cors@2.8.6","MIT","https://github.com/expressjs/cors"
"crc-32@1.2.2","Apache-2.0","https://github.com/SheetJS/js-crc32"
"crc32-stream@6.0.0","MIT","https://github.com/archiverjs/node-crc32-stream"
"cron@4.4.0","MIT","https://github.com/kelektiv/node-cron"
"cross-inspect@1.0.1","MIT","https://github.com/ardatan/graphql-tools"
"cross-spawn@7.0.6","MIT","https://github.com/moxystudio/node-cross-spawn"
"cssfilter@0.0.10","MIT","https://github.com/leizongmin/js-css-filter"
"csstype@3.2.3","MIT","https://github.com/frenic/csstype"
"debug@4.4.3","MIT","https://github.com/debug-js/debug"
"deepmerge-ts@7.1.5","BSD-3-Clause","https://github.com/RebeccaStevens/deepmerge-ts"
"define-data-property@1.1.4","MIT","https://github.com/ljharb/define-data-property"
"defu@6.1.4","MIT","https://github.com/unjs/defu"
"denque@2.1.0","Apache-2.0","https://github.com/invertase/denque"
"depd@2.0.0","MIT","https://github.com/dougwilson/nodejs-depd"
"destr@2.0.5","MIT","https://github.com/unjs/destr"
"dotenv@16.6.1","BSD-2-Clause","https://github.com/motdotla/dotenv"
"dotenv@17.2.4","BSD-2-Clause","https://github.com/motdotla/dotenv"
"dunder-proto@1.0.1","MIT","https://github.com/es-shims/dunder-proto"
"duplexer2@0.1.4","BSD-3-Clause","https://github.com/deoxxa/duplexer2"
"eastasianwidth@0.2.0","MIT","https://github.com/komagata/eastasianwidth"
"ecdsa-sig-formatter@1.0.11","Apache-2.0","https://github.com/Brightspace/node-ecdsa-sig-formatter"
"ee-first@1.1.1","MIT","https://github.com/jonathanong/ee-first"
"effect@3.18.4","MIT","https://github.com/Effect-TS/effect"
"emoji-regex@8.0.0","MIT","https://github.com/mathiasbynens/emoji-regex"
"emoji-regex@9.2.2","MIT","https://github.com/mathiasbynens/emoji-regex"
"empathic@2.0.0","MIT","https://github.com/lukeed/empathic"
"encodeurl@2.0.0","MIT","https://github.com/pillarjs/encodeurl"
"engine.io-parser@5.2.3","MIT","https://github.com/socketio/socket.io"
"engine.io@6.6.5","MIT","https://github.com/socketio/socket.io"
"es-define-property@1.0.1","MIT","https://github.com/ljharb/es-define-property"
"es-errors@1.3.0","MIT","https://github.com/ljharb/es-errors"
"es-object-atoms@1.1.1","MIT","https://github.com/ljharb/es-object-atoms"
"escape-html@1.0.3","MIT","https://github.com/component/escape-html"
"etag@1.8.1","MIT","https://github.com/jshttp/etag"
"event-target-shim@5.0.1","MIT","https://github.com/mysticatea/event-target-shim"
"eventemitter3@3.1.2","MIT","https://github.com/primus/eventemitter3"
"events-universal@1.0.1","Apache-2.0","https://github.com/holepunchto/events-universal"
"events@3.3.0","MIT","https://github.com/Gozala/events"
"express@5.2.1","MIT","https://github.com/expressjs/express"
"exsolve@1.0.8","MIT","https://github.com/unjs/exsolve"
"fast-check@3.23.2","MIT","https://github.com/dubzzz/fast-check"
"fast-fifo@1.3.2","MIT","https://github.com/mafintosh/fast-fifo"
"fast-glob@3.3.3","MIT","https://github.com/mrmlnc/fast-glob"
"fast-safe-stringify@2.1.1","MIT","https://github.com/davidmarkclements/fast-safe-stringify"
"fastq@1.20.1","ISC","https://github.com/mcollina/fastq"
"file-type@21.3.0","MIT","https://github.com/sindresorhus/file-type"
"fill-range@7.1.1","MIT","https://github.com/jonschlinkert/fill-range"
"finalhandler@2.1.1","MIT","https://github.com/pillarjs/finalhandler"
"for-each@0.3.5","MIT","https://github.com/Raynos/for-each"
"foreground-child@3.3.1","ISC","https://github.com/tapjs/foreground-child"
"forwarded@0.2.0","MIT","https://github.com/jshttp/forwarded"
"fresh@2.0.0","MIT","https://github.com/jshttp/fresh"
"fs-capacitor@8.0.0","MIT","https://github.com/mike-marcacci/fs-capacitor"
"fs-extra@11.3.3","MIT","https://github.com/jprichardson/node-fs-extra"
"function-bind@1.1.2","MIT","https://github.com/Raynos/function-bind"
"generate-function@2.3.1","MIT","https://github.com/mafintosh/generate-function"
"get-intrinsic@1.3.0","MIT","https://github.com/ljharb/get-intrinsic"
"get-port-please@3.2.0","MIT","https://github.com/unjs/get-port-please"
"get-proto@1.0.1","MIT","https://github.com/ljharb/get-proto"
"giget@2.0.0","MIT","https://github.com/unjs/giget"
"glob-parent@5.1.2","ISC","https://github.com/gulpjs/glob-parent"
"glob@10.5.0","ISC","https://github.com/isaacs/node-glob"
"gopd@1.2.0","MIT","https://github.com/ljharb/gopd"
"graceful-fs@4.2.11","ISC","https://github.com/isaacs/node-graceful-fs"
"grammex@3.1.12","MIT","https://github.com/fabiospampinato/grammex"
"graphmatch@1.1.0","MIT*","https://github.com/fabiospampinato/graphmatch"
"graphql-tag@2.12.6","MIT","https://github.com/apollographql/graphql-tag"
"graphql-type-json@0.3.2","MIT","https://github.com/taion/graphql-type-json"
"graphql-upload@17.0.0","MIT","https://github.com/jaydenseric/graphql-upload"
"graphql-ws@6.0.7","MIT","https://github.com/enisdenjo/graphql-ws"
"graphql@16.12.0","MIT","https://github.com/graphql/graphql-js"
"has-property-descriptors@1.0.2","MIT","https://github.com/inspect-js/has-property-descriptors"
"has-symbols@1.1.0","MIT","https://github.com/inspect-js/has-symbols"
"has-tostringtag@1.0.2","MIT","https://github.com/inspect-js/has-tostringtag"
"hasown@2.0.2","MIT","https://github.com/inspect-js/hasOwn"
"helmet@8.1.0","MIT","https://github.com/helmetjs/helmet"
"hono@4.11.4","MIT","https://github.com/honojs/hono"
"http-errors@2.0.1","MIT","https://github.com/jshttp/http-errors"
"http-status-codes@2.3.0","MIT","https://github.com/prettymuchbryce/http-status-codes"
"iconv-lite@0.7.2","MIT","https://github.com/pillarjs/iconv-lite"
"ieee754@1.2.1","BSD-3-Clause","https://github.com/feross/ieee754"
"inherits@2.0.4","ISC","https://github.com/isaacs/inherits"
"ipaddr.js@1.9.1","MIT","https://github.com/whitequark/ipaddr.js"
"is-callable@1.2.7","MIT","https://github.com/inspect-js/is-callable"
"is-extglob@2.1.1","MIT","https://github.com/jonschlinkert/is-extglob"
"is-fullwidth-code-point@3.0.0","MIT","https://github.com/sindresorhus/is-fullwidth-code-point"
"is-glob@4.0.3","MIT","https://github.com/micromatch/is-glob"
"is-number@7.0.0","MIT","https://github.com/jonschlinkert/is-number"
"is-promise@4.0.0","MIT","https://github.com/then/is-promise"
"is-property@1.0.2","MIT","https://github.com/mikolalysenko/is-property"
"is-stream@2.0.1","MIT","https://github.com/sindresorhus/is-stream"
"is-typed-array@1.1.15","MIT","https://github.com/inspect-js/is-typed-array"
"isarray@1.0.0","MIT","https://github.com/juliangruber/isarray"
"isarray@2.0.5","MIT","https://github.com/juliangruber/isarray"
"isexe@2.0.0","ISC","https://github.com/isaacs/isexe"
"isomorphic.js@0.2.5","MIT","https://github.com/dmonad/isomorphic.js"
"iterall@1.3.0","MIT","https://github.com/leebyron/iterall"
"iterare@1.2.1","ISC","https://github.com/felixfbecker/iterare"
"jackspeak@3.4.3","BlueOak-1.0.0","https://github.com/isaacs/jackspeak"
"jiti@2.6.1","MIT","https://github.com/unjs/jiti"
"jsonfile@6.2.0","MIT","https://github.com/jprichardson/node-jsonfile"
"jsonwebtoken@9.0.3","MIT","https://github.com/auth0/node-jsonwebtoken"
"jwa@2.0.1","MIT","https://github.com/brianloveswords/node-jwa"
"jws@4.0.1","MIT","https://github.com/brianloveswords/node-jws"
"lazystream@1.0.1","MIT","https://github.com/jpommerening/node-lazystream"
"lib0@0.2.117","MIT","https://github.com/dmonad/lib0"
"libphonenumber-js@1.12.36","MIT","git+https://gitlab.com/catamphetamine/libphonenumber-js"
"lilconfig@2.1.0","MIT","https://github.com/antonk52/lilconfig"
"load-esm@1.0.3","MIT","https://github.com/Borewit/load-esm"
"lodash.includes@4.3.0","MIT","https://github.com/lodash/lodash"
"lodash.isboolean@3.0.3","MIT","https://github.com/lodash/lodash"
"lodash.isinteger@4.0.4","MIT","https://github.com/lodash/lodash"
"lodash.isnumber@3.0.3","MIT","https://github.com/lodash/lodash"
"lodash.isplainobject@4.0.6","MIT","https://github.com/lodash/lodash"
"lodash.isstring@4.0.1","MIT","https://github.com/lodash/lodash"
"lodash.omit@4.5.0","MIT","https://github.com/lodash/lodash"
"lodash.once@4.1.1","MIT","https://github.com/lodash/lodash"
"lodash.sortby@4.7.0","MIT","https://github.com/lodash/lodash"
"lodash@4.17.21","MIT","https://github.com/lodash/lodash"
"lodash@4.17.23","MIT","https://github.com/lodash/lodash"
"loglevel@1.9.2","MIT","https://github.com/pimterry/loglevel"
"long@4.0.0","Apache-2.0","https://github.com/dcodeIO/long.js"
"long@5.3.2","Apache-2.0","https://github.com/dcodeIO/long.js"
"lru-cache@10.4.3","ISC","https://github.com/isaacs/node-lru-cache"
"lru-cache@11.2.5","BlueOak-1.0.0","https://github.com/isaacs/node-lru-cache"
"lru.min@1.1.4","MIT","https://github.com/wellwelwel/lru.min"
"luxon@3.7.2","MIT","https://github.com/moment/luxon"
"math-intrinsics@1.1.0","MIT","https://github.com/es-shims/math-intrinsics"
"media-typer@0.3.0","MIT","https://github.com/jshttp/media-typer"
"media-typer@1.1.0","MIT","https://github.com/jshttp/media-typer"
"merge-descriptors@2.0.0","MIT","https://github.com/sindresorhus/merge-descriptors"
"merge2@1.4.1","MIT","https://github.com/teambition/merge2"
"micromatch@4.0.8","MIT","https://github.com/micromatch/micromatch"
"mime-db@1.52.0","MIT","https://github.com/jshttp/mime-db"
"mime-db@1.54.0","MIT","https://github.com/jshttp/mime-db"
"mime-types@2.1.35","MIT","https://github.com/jshttp/mime-types"
"mime-types@3.0.2","MIT","https://github.com/jshttp/mime-types"
"minimatch@5.1.6","ISC","https://github.com/isaacs/minimatch"
"minimatch@9.0.5","ISC","https://github.com/isaacs/minimatch"
"minimist@1.2.8","MIT","https://github.com/minimistjs/minimist"
"minipass@7.1.2","ISC","https://github.com/isaacs/minipass"
"mkdirp@0.5.6","MIT","https://github.com/substack/node-mkdirp"
"ms@2.1.3","MIT","https://github.com/vercel/ms"
"multer@2.0.2","MIT","https://github.com/expressjs/multer"
"mysql2@3.15.3","MIT","https://github.com/sidorares/node-mysql2"
"named-placeholders@1.1.6","MIT","https://github.com/mysqljs/named-placeholders"
"negotiator@0.6.3","MIT","https://github.com/jshttp/negotiator"
"negotiator@1.0.0","MIT","https://github.com/jshttp/negotiator"
"node-addon-api@8.5.0","MIT","https://github.com/nodejs/node-addon-api"
"node-fetch-native@1.6.7","MIT","https://github.com/unjs/node-fetch-native"
"node-gyp-build@4.8.4","MIT","https://github.com/prebuild/node-gyp-build"
"node-int64@0.4.0","MIT","https://github.com/broofa/node-int64"
"nodemailer@8.0.1","MIT-0","https://github.com/nodemailer/nodemailer"
"normalize-path@3.0.0","MIT","https://github.com/jonschlinkert/normalize-path"
"nypm@0.6.5","MIT","https://github.com/unjs/nypm"
"object-assign@4.1.1","MIT","https://github.com/sindresorhus/object-assign"
"object-hash@3.0.0","MIT","https://github.com/puleos/object-hash"
"object-inspect@1.13.4","MIT","https://github.com/inspect-js/object-inspect"
"object-path@0.11.8","MIT","https://github.com/mariocasciaro/object-path"
"ohash@2.0.11","MIT","https://github.com/unjs/ohash"
"on-finished@2.4.1","MIT","https://github.com/jshttp/on-finished"
"once@1.4.0","ISC","https://github.com/isaacs/once"
"package-json-from-dist@1.0.1","BlueOak-1.0.0","https://github.com/isaacs/package-json-from-dist"
"parseurl@1.3.3","MIT","https://github.com/pillarjs/parseurl"
"passport-jwt@4.0.1","MIT","https://github.com/mikenicholson/passport-jwt"
"passport-strategy@1.0.0","MIT","https://github.com/jaredhanson/passport-strategy"
"passport@0.7.0","MIT","https://github.com/jaredhanson/passport"
"path-key@3.1.1","MIT","https://github.com/sindresorhus/path-key"
"path-scurry@1.11.1","BlueOak-1.0.0","https://github.com/isaacs/path-scurry"
"path-to-regexp@8.3.0","MIT","https://github.com/pillarjs/path-to-regexp"
"pathe@2.0.3","MIT","https://github.com/unjs/pathe"
"pause@0.0.1","MIT*",""
"perfect-debounce@1.0.0","MIT","https://github.com/unjs/perfect-debounce"
"pg-cloudflare@1.3.0","MIT","https://github.com/brianc/node-postgres"
"pg-connection-string@2.11.0","MIT","https://github.com/brianc/node-postgres"
"pg-int8@1.0.1","ISC","https://github.com/charmander/pg-int8"
"pg-pool@3.11.0","MIT","https://github.com/brianc/node-postgres"
"pg-protocol@1.11.0","MIT","https://github.com/brianc/node-postgres"
"pg-types@2.2.0","MIT","https://github.com/brianc/node-pg-types"
"pg@8.18.0","MIT","https://github.com/brianc/node-postgres"
"pgpass@1.0.5","MIT","https://github.com/hoegaarden/pgpass"
"picomatch@2.3.1","MIT","https://github.com/micromatch/picomatch"
"pkg-types@2.3.0","MIT","https://github.com/unjs/pkg-types"
"possible-typed-array-names@1.1.0","MIT","https://github.com/ljharb/possible-typed-array-names"
"postgres-array@2.0.0","MIT","https://github.com/bendrucker/postgres-array"
"postgres-array@3.0.4","MIT","https://github.com/bendrucker/postgres-array"
"postgres-bytea@1.0.1","MIT","https://github.com/bendrucker/postgres-bytea"
"postgres-date@1.0.7","MIT","https://github.com/bendrucker/postgres-date"
"postgres-interval@1.2.0","MIT","https://github.com/bendrucker/postgres-interval"
"postgres@3.4.7","Unlicense","https://github.com/porsager/postgres"
"prisma@7.3.0","Apache-2.0","https://github.com/prisma/prisma"
"process-nextick-args@2.0.1","MIT","https://github.com/calvinmetcalf/process-nextick-args"
"process@0.11.10","MIT","https://github.com/shtylman/node-process"
"proper-lockfile@4.1.2","MIT","https://github.com/moxystudio/node-proper-lockfile"
"proxy-addr@2.0.7","MIT","https://github.com/jshttp/proxy-addr"
"pure-rand@6.1.0","MIT","https://github.com/dubzzz/pure-rand"
"qs@6.14.1","BSD-3-Clause","https://github.com/ljharb/qs"
"queue-microtask@1.2.3","MIT","https://github.com/feross/queue-microtask"
"range-parser@1.2.1","MIT","https://github.com/jshttp/range-parser"
"raw-body@3.0.2","MIT","https://github.com/stream-utils/raw-body"
"rc9@2.1.2","MIT","https://github.com/unjs/rc9"
"react-dom@19.2.4","MIT","https://github.com/facebook/react"
